,file_name,keywords,sound_link,start_end_samples,manufacturer,license
1544,resonant_sewer.wav,drain;field-recording;pure;rain;resonant;sewer,https://freesound.org/people/sarana/sounds/81464,"[872448, 1992730]",sarana,http://creativecommons.org/licenses/by/3.0/
1545,Metal objects in bowl.wav,change;shaking;metal;screws;jingle;shake;homeless;objects;looking;jar;owi;searching;bowl;drop;nuts;keys;lost;money;coins,https://freesound.org/people/Sinjohnt/sounds/325589,"[287232, 1437397]",Sinjohnt,http://creativecommons.org/licenses/by-nc/3.0/
1546,Kocking door and open door.wav,Close;Door;open;door,https://freesound.org/people/rivernile7/sounds/249573,,rivernile7,http://creativecommons.org/licenses/by/3.0/
1547,outdoors ambient windy wind leaves rustle near airport plane hum.wav,airport;ambient;hum;leaves;outdoors;plane;rustle;wind;windy,https://freesound.org/people/bulbastre/sounds/126970,"[2612736, 3304206]",bulbastre,http://creativecommons.org/licenses/by/3.0/
1548,FootstepsOnWoodFloor.wav,floor;footsteps;footsteps-on-wood;wood-floor,https://freesound.org/people/klakmart/sounds/108269,"[22528, 1082604]",klakmart,http://creativecommons.org/publicdomain/zero/1.0/
1549,20090407.toy.train.01.wav,beach;birds;field-recording;shore;train,https://freesound.org/people/dobroide/sounds/70953,,dobroide,http://creativecommons.org/licenses/by/3.0/
1550,Inner City Bees.wav,field-recording;bienen;ambience;hintergrund;traffic;bees;outside;stadt;verkehr;insects;insekten;city,https://freesound.org/people/alexschmidtmeister/sounds/344684,"[737792, 1417338]",alexschmidtmeister,http://creativecommons.org/publicdomain/zero/1.0/
1551,Peckham Rye afternoon.wav,ambience;london;peckham;street;vehicles;voices,https://freesound.org/people/deleted_user_1116756/sounds/74458/,"[5155328, 6393177]",deleted_user_1116756,http://creativecommons.org/licenses/by-nc/3.0/
1552,12 noon church-bell 140310_0121.wav,background-sound;12am;morning;atmospheric;12;white-noise;riverside-village;clanging;countryside;field-recording;Netherlands;pm;birdsong;ambience;calm;noon;clock;Holland;birds;soundscape;ambient;hamlet;spring;church-bell;general-noise;atmosphere,https://freesound.org/people/klankbeeld/sounds/231552,"[719360, 1877844]",klankbeeld,http://creativecommons.org/licenses/by/3.0/
1553,eating_cabbage.wav,cabbage;earth;eating;food;noise,https://freesound.org/people/linako/sounds/17477,"[951808, 1882692]",linako,http://creativecommons.org/licenses/by-nc/3.0/
1554,Motor boat.wav,Boat;Motor;Noise,https://freesound.org/people/thiagoriedel/sounds/342652,"[155136, 1243062]",thiagoriedel,http://creativecommons.org/licenses/by/3.0/
1555,Boom_Folie_NoiseOnGlass.wav,hammering;glass;hitting,https://freesound.org/people/Mivori/sounds/335268,,Mivori,http://creativecommons.org/licenses/by/3.0/
1556,static 770 kHz cycle zap.wav,kilohertz;radio;amplitude-modulated;static;am-radio;noise,https://freesound.org/people/cognito perceptu/sounds/169275,,cognito perceptu,http://creativecommons.org/publicdomain/zero/1.0/
1557,Half bathroom with some toilet noise.wav,roomtone;Half;water;noise;bathroom;toilet,https://freesound.org/people/SpliceSound/sounds/338110,"[1099264, 2088678]",SpliceSound,http://creativecommons.org/publicdomain/zero/1.0/
1558,Walking on snow frozen to ice.wav,ice;snow;walking;frozen,https://freesound.org/people/niwki/sounds/172404,"[8838144, 9774426]",niwki,http://creativecommons.org/publicdomain/zero/1.0/
1559,Ambience Night crickets.wav,animals;night;crickets;bugs;ambiance;insects;nature;field-recording;OWI;evening;cricket,https://freesound.org/people/WingsOfIrony/sounds/326966,"[1295872, 2404512]",WingsOfIrony,http://creativecommons.org/licenses/by-nc/3.0/
1560,Thunderclap.wav,thunder;thunderclap;thunderstorm;field-recording,https://freesound.org/people/inchadney/sounds/56564,"[26112, 721927]",inchadney,http://creativecommons.org/licenses/by/3.0/
1561,GarbageTruck.wav,field-recording;industrial;noise,https://freesound.org/people/paradigmsomehow/sounds/126341,"[1863168, 2861802]",paradigmsomehow,http://creativecommons.org/publicdomain/zero/1.0/
1562,treefrogs.wav,ambience;night;swamp;frogs;nature;field-recording,https://freesound.org/people/reg7783/sounds/242506,"[4112896, 5119593]",reg7783,http://creativecommons.org/publicdomain/zero/1.0/
1563,FOOTSTEPS_005.wav,walks;city;footsteps;walking;steps,https://freesound.org/people/rollingmill/sounds/340454,,rollingmill,http://creativecommons.org/publicdomain/zero/1.0/
1564,Crunching sticks with feet.wav,twig;snap;crack;branch;stick;wood;pop;Field-recording;walking;crunch,https://freesound.org/people/forrisday/sounds/167361,"[111616, 993993]",forrisday,http://creativecommons.org/licenses/by/3.0/
1565,Neighbourhood evening ambience.wav,neighbourhood;OWI;ambience;night;background;background-sound;atmos;suburb;general-noise;ambiance;room;tone;evening;atmosphere,https://freesound.org/people/Mr_Alden/sounds/365675,"[5478912, 6391608]",Mr_Alden,http://creativecommons.org/licenses/by-nc/3.0/
1566,Burleson01.wav,mooing;texas;grazing;agriculture;farming;pasture;cows;bull;landscape;moo;rural;countryside;cattle;country;farm;field;cow;agricultural;farmland;meadowland;land,https://freesound.org/people/wjoojoo/sounds/338001,,wjoojoo,http://creativecommons.org/licenses/by/3.0/
1567,Rain on street Leuvehaven 100609.wav,cityscape;drip;drop;field-recording;leuvehaven;netherlands;rain;raindrops;rotterdam,https://freesound.org/people/LG/sounds/98739,"[261632, 1402757]",LG,http://creativecommons.org/licenses/by/3.0/
1568,Steps Indoor medium soft Shoe Sole accompanying wooden Floor hollow Big Room 5mx10mx6m.wav,Steps;Indoor;Walking,https://freesound.org/people/breiti/sounds/342973,"[2761728, 3950861]",breiti,http://creativecommons.org/publicdomain/zero/1.0/
1569,FranklinStoveDoorGroansandHits_RX.wav,groans;door;iron;rusty;hinge;metallic;clang;metal;stove;old,https://freesound.org/people/strikingtwice/sounds/260212,"[3125248, 4070147]",strikingtwice,http://creativecommons.org/licenses/by/3.0/
1570,wind in the trees.wav,field-recording;birds;wind;trees;leaves;unprocessed,https://freesound.org/people/cajo/sounds/150174,"[4143104, 5246545]",cajo,http://creativecommons.org/licenses/by-nc/3.0/
1571,WalkingGravelTrailAugust2015.wav,gravel;forest;insects;nature;hiking;field-recording;walking;summer,https://freesound.org/people/kvgarlic/sounds/320896,,kvgarlic,http://creativecommons.org/publicdomain/zero/1.0/
1572,RiverBargeJune22012.wav,birds;river;blackbird;red-wing;barge;nature-ambience;splash;water;field-recording;transportation;sound-scape;Mississippi;summer,https://freesound.org/people/kvgarlic/sounds/157369,"[4401664, 5590611]",kvgarlic,http://creativecommons.org/publicdomain/zero/1.0/
1573,People walking through forest.wav,birds;ambience;ambient;forest;people;nature;field-recording;walking,https://freesound.org/people/paisagemsonoraunila/sounds/342648,"[13824, 1196797]",paisagemsonoraunila,http://creativecommons.org/publicdomain/zero/1.0/
1574,Slider door.wav,blinds;close;door;open;porch;slide;slider,https://freesound.org/people/thegoose09/sounds/125394,,thegoose09,http://creativecommons.org/publicdomain/zero/1.0/
1575,0346 Traffic_at_Sindang.wav,seoul;traffic;field-recording;car;motorbike;korea;engine,https://freesound.org/people/bmoreno/sounds/160015,"[1084928, 2222830]",bmoreno,http://creativecommons.org/licenses/by/3.0/
1576,radio_static.wav,tuning;radio;static,https://freesound.org/people/jascha23/sounds/161083,"[0, 1186926]",jascha23,http://creativecommons.org/publicdomain/zero/1.0/
1577,paper01.wav,documents;paper;room;ruffling;sheets;shuffling,https://freesound.org/people/freeborn/sounds/110451,,freeborn,http://creativecommons.org/publicdomain/zero/1.0/
1578,BOILING WATER COOKING.wav,PASTA;COOKING;BOILING;WATER,https://freesound.org/people/Laplume/sounds/345653,"[3293696, 4394228]",Laplume,http://creativecommons.org/publicdomain/zero/1.0/
1579,Concrete Stairs.wav,footsteps;stairs;stairwell;steps,https://freesound.org/people/G.Lamont/sounds/118041/,"[255488, 923014]",G.Lamont,http://creativecommons.org/publicdomain/zero/1.0/
1580,d0_drips_04.wav,drips;drip;dripping-water;Water,https://freesound.org/people/dav0r/sounds/176750,"[2633216, 3651738]",dav0r,http://creativecommons.org/publicdomain/zero/1.0/
1581,Cathedral Sqaure buskers.wav,city;ambience;christchurch;people;field-recording;cathedral-square;buskers,https://freesound.org/people/simongray/sounds/253117,"[411648, 1404977]",simongray,http://creativecommons.org/publicdomain/zero/1.0/
1582,Ambience - General Farm - 96kHz.wav,Ambience;ambient;96khz;jarred;genreal;farm;field-recording;gibb;farmland,https://freesound.org/people/JarredGibb/sounds/233271,"[0, 1126384]",JarredGibb,http://creativecommons.org/publicdomain/zero/1.0/
1583,California morning birds singing.wav,birds;california;dawn;morning;singing;southern-california;spring;suburbs;town,https://freesound.org/people/eric5335/sounds/77623,"[809472, 2111899]",eric5335,http://creativecommons.org/licenses/by-nc/3.0/
1584,Metal_On_Wood_Hits_Axe.wav,Axe;Field-Recording;Metal;Wood;Impact,https://freesound.org/people/bigbadbrad/sounds/141453,"[132608, 1309057]",bigbadbrad,http://creativecommons.org/publicdomain/zero/1.0/
1585,Schnelllauferpresse 03.wav,whir;maschine;maschienenmusik;press;mechanical;motor;machinery;presse;noise;pump;machine;robot;hydraulic;factory;robotic;fabrik;industrial;manufactur,https://freesound.org/people/mark646/sounds/209217/,,mark646,http://creativecommons.org/publicdomain/zero/1.0/
1586,Bicycle bell.wav,bell;field-recording;bicycle;bicycle-bell;ring-ring,https://freesound.org/people/jaqcore/sounds/131989,,jaqcore,http://creativecommons.org/licenses/by-nc/3.0/
1587,Busy Playground.wav,field-recording;children;voice;ambience,https://freesound.org/people/ecfike/sounds/130479,"[804864, 1505690]",ecfike,http://creativecommons.org/publicdomain/zero/1.0/
1588,020220_00.wav,shell;pot;boiling;water,https://freesound.org/people/visionQg/sounds/147251,"[1771008, 2504769]",visionQg,http://creativecommons.org/publicdomain/zero/1.0/
1589,coffe_machine.wav,motor;campus-upf;UPF-CS13;machine;coins;coffee,https://freesound.org/people/marcgp13/sounds/185752,"[289792, 1049701]",marcgp13,http://creativecommons.org/licenses/by/3.0/
1590,SFX_CHEERS-Bottle-CLANK_Beer-n-Wine.wav,wine;bottle;beer;glass;cheers;clank;toast,https://freesound.org/people/HDM2013/sounds/179438,"[809472, 1846743]",HDM2013,http://creativecommons.org/licenses/by/3.0/
1591,wind on lanyards .wav,wind;sailing;yacht;rigging;lanyards,https://freesound.org/people/jimsim/sounds/147776,"[4016128, 5229068]",jimsim,http://creativecommons.org/licenses/by/3.0/
1592,Nord_Odal_Nyhus_04_juni_2011_quiet_forest_birds_insects_distant_chainsaw_01.wav,birds;filed-recording;forest;insects,https://freesound.org/people/nfsgit/sounds/121963,"[4663808, 5825900]",nfsgit,http://creativecommons.org/publicdomain/zero/1.0/
1593,Walking on dry grass.wav,day;grass;Greece;sea;hot;zoom;noon;Walking;summer;dry,https://freesound.org/people/avakas/sounds/187113,,avakas,http://creativecommons.org/licenses/by/3.0/
1594,weather_wind_strong_trees.wav,force;gale;gales;gust;gusts;storm;weather;wind;windy,https://freesound.org/people/soundscalpel.com/sounds/110394,,soundscalpel.com,http://creativecommons.org/licenses/by/3.0/
1595,Paper_Parchment_Rustling.wav,movement;parchment;scroll;crinkle;pages;moving;paper;book;crumple;page;crumpling;rustling;rustle;crinkling,https://freesound.org/people/duckduckpony/sounds/204046,"[138752, 1310057]",duckduckpony,http://creativecommons.org/licenses/by/3.0/
1596,AM static.wav,am;noise;radio;static;texture,https://freesound.org/people/tim.kahn/sounds/83281/,,tim.kahn,http://creativecommons.org/licenses/by/3.0/
1597,rain2.wav,rain;field-recording;drops;rainfall,https://freesound.org/people/schafferdavid/sounds/198324,"[224768, 1505990]",schafferdavid,http://creativecommons.org/publicdomain/zero/1.0/
1598,knife-sword sounds.wav,knife;sword;metal;clink,https://freesound.org/people/Reitanna/sounds/215411,"[2629120, 3358922]",Reitanna,http://creativecommons.org/publicdomain/zero/1.0/
1599,peanutFarmDawnShort.wav,arugam;birds;dawn;fieldrecording;nature;peanutfarm;srilanka;wild;wildlife,https://freesound.org/people/Yoram/sounds/123115,"[547328, 1571115]",Yoram,http://creativecommons.org/licenses/by-nc/3.0/
1600,Beer Pong Sounds ball table and cups.wav,ball;beer-pong;cup;ping;pong;tap;water,https://freesound.org/people/GallerShades/sounds/83694,"[2814464, 4040305]",GallerShades,http://creativecommons.org/publicdomain/zero/1.0/
1601,drop.wav,drops;kitchen;tap,https://freesound.org/people/andriala/sounds/16648,,andriala,http://creativecommons.org/licenses/by-nc/3.0/
1602,Hanoi street walking.wav,motorbike;temple;dinamic;movement;ambient;ambi;Traffic;Vietnam;Asia;taoist;ambiance;city;Hanoi;vietnamese;field-recording;walking;atmosphere;catholic;street,https://freesound.org/people/caquet/sounds/221358,"[759808, 1677146]",caquet,http://creativecommons.org/licenses/by/3.0/
1603,street steps child car.wav,ambience;car;child;field-recording;france;steps;street;traffic;voices,https://freesound.org/people/ERH/sounds/28809,"[535040, 1516419]",ERH,http://creativecommons.org/licenses/by/3.0/
1604,Traffic Light.wav,Traffic-Light;Stanmore;Sydney;Street;Petersham;Australia,https://freesound.org/people/__O/sounds/325914,,__O,http://creativecommons.org/publicdomain/zero/1.0/
1605,20130418_stream.09.wav,river;Alentejo;stream;water;Portugal;field-recording,https://freesound.org/people/dobroide/sounds/185513,"[4549632, 5854760]",dobroide,http://creativecommons.org/licenses/by/3.0/
1606,fulles_arroseguentse.wav,sonsdebarcelona-ana-mari-valen;barcelona-les-corts;leaves;nature;park;wind,https://freesound.org/people/sonsdebarcelona/sounds/66749,"[510976, 1190473]",sonsdebarcelona,http://creativecommons.org/licenses/by-nc/3.0/
1607,circulation.wav,Traffic;pavement;France;cars;Paris;crowd,https://freesound.org/people/schafferdavid/sounds/162133,"[9975296, 10714793]",schafferdavid,http://creativecommons.org/licenses/by/3.0/
1608,Thick liquid bubble 2.wav,boil;bubble;bubbles;boiling;water;bubbling;liquid;potion;chemical,https://freesound.org/people/Stevious42/sounds/259657,,Stevious42,http://creativecommons.org/licenses/by/3.0/
1609,cow bells.wav,Bells;ring;bell;ringing;OWI;cow-bell,https://freesound.org/people/Aliedsvwyk/sounds/366448,,Aliedsvwyk,http://creativecommons.org/licenses/by-nc/3.0/
1610,Rain Aluminium Roof.wav,Rain;Storm;Weather;aluminium;roof,https://freesound.org/people/baidocin/sounds/217863,"[1794560, 3078318]",baidocin,http://creativecommons.org/licenses/by-nc/3.0/
1611,Leeds City Centre-Busses.wav,Traffic;Road;Cars;Passing;City-Centre;Car;Transport;Leeds;Busses;Bus;Urban;City,https://freesound.org/people/ZackCornick/sounds/267274,"[1920000, 2707359]",ZackCornick,http://creativecommons.org/publicdomain/zero/1.0/
1612,metro underground ambient noisy transport catalan barcelona minimal tickling glitch.wav,ambient;metro;noisy;transport;underground,https://freesound.org/people/bulbastre/sounds/126955,"[3370496, 4331381]",bulbastre,http://creativecommons.org/licenses/by/3.0/
1613,Machine Hum Clean.wav,refrigerator;clean;machine;robot;fridge;hum,https://freesound.org/people/chrisw92/sounds/155720,"[549376, 1272172]",chrisw92,http://creativecommons.org/licenses/by/3.0/
1614,bird in the Hague at dawn 5.wav,birds;dawn;hague;field-recording;netherlands;city,https://freesound.org/people/EduFigg/sounds/266427,"[3750400, 4710047]",EduFigg,http://creativecommons.org/publicdomain/zero/1.0/
1615,CalmWaves SandBeach 03 EQ 130430_03.wav,ocean-sound;small;sand;shore;seaside;purist;close-up;white-noise;coast;waves;water;wave;stereo;relax;relaxing;field-recording;surf;beach;ambience;calm;splash;lake;nature;sea-sound;ambient;coastal;gentle;splashing;sea;general-noise,https://freesound.org/people/klankbeeld/sounds/191296,"[1116672, 2063208]",klankbeeld,http://creativecommons.org/licenses/by/3.0/
1616,MrM_OldAutoFocus_Nikon2020.wav,motorwind;motordrive;wind;35mm;2020;auto;focus;nikkor;nikon;servo;sound;vintage;h1;foley;zoom;camera;old,https://freesound.org/people/mrmccormack/sounds/116608,,mrmccormack,http://creativecommons.org/publicdomain/zero/1.0/
1617,md3trk2.wav,machine;noise;printer,https://freesound.org/people/alienistcog/sounds/123614,"[908800, 1688998]",alienistcog,http://creativecommons.org/publicdomain/zero/1.0/
1618,01 residential elevator with door open and close.wav,elevator;door;lift;open;beep,https://freesound.org/people/pushkin/sounds/215298,"[1389056, 2322056]",pushkin,http://creativecommons.org/publicdomain/zero/1.0/
1619,Rain falling on a metal roof - 96 kHz _ 24 Bit.wav,Rain;roof;metal;falling;a,https://freesound.org/people/GeronimoGeronimo/sounds/239939,"[1880064, 2908753]",GeronimoGeronimo,http://creativecommons.org/publicdomain/zero/1.0/
1620,church-eglise #1.wav,ambience;ambient;church;door;fiel;mother;recording,https://freesound.org/people/arnaud coutancier/sounds/56737,,arnaud coutancier,http://creativecommons.org/licenses/by-nc/3.0/
1621,abandoned-ballroom-radiators.wav,clink;heating;metal;radiator;stereo,https://freesound.org/people/willungawillunga/sounds/122000,"[2074624, 2937764]",willungawillunga,http://creativecommons.org/publicdomain/zero/1.0/
1622,070821_flsp_trail03.wav,birds;field-recording;first-landing-state-park;insects;swamp,https://freesound.org/people/volivieri/sounds/39673,"[18944, 1187664]",volivieri,http://creativecommons.org/licenses/by/3.0/
1623,Short Hailstorm.wav,field-recording;hail;hailstorm;precipitation;shower;stereo;weather;xy,https://freesound.org/people/Benboncan/sounds/63802,"[207360, 1088577]",Benboncan,http://creativecommons.org/licenses/by/3.0/
1624,thunder04.wav,field-recording;lightning;storm;thunderstorm;weather;thunder,https://freesound.org/people/csengeri/sounds/55019,,csengeri,http://creativecommons.org/licenses/by/3.0/
1625,d0_drips_03.wav,drips;drip;dripping-water;Water,https://freesound.org/people/dav0r/sounds/176751,"[10240, 877575]",dav0r,http://creativecommons.org/publicdomain/zero/1.0/
1626,Walking in the snow.wav,birds;footsteps;foot;steps;step;feet;walk;snow;footstep;field-recording;walking,https://freesound.org/people/Ast_Eternal/sounds/262224,"[196096, 1479481]",Ast_Eternal,http://creativecommons.org/publicdomain/zero/1.0/
1627,Streaming.wav,stream;water;flow;brook;nature;field-recording;outdoor;hydrophone,https://freesound.org/people/pcaeldries/sounds/155146,"[2172416, 3299929]",pcaeldries,http://creativecommons.org/licenses/by/3.0/
1628,2 crickets chirping during a summer evening in the city (with traffic noise).wav,chirping;general-noise;ambience;traffic-noise;crickets;ambiance;night;urban;field-recording;ambient;evening;atmosphere;city,https://freesound.org/people/Pfannkuchn/sounds/360627,"[2740736, 3982537]",Pfannkuchn,http://creativecommons.org/publicdomain/zero/1.0/
1629,Squeaky Wood (Compilation).wav,Squeaky;Creaky;Door;Wood,https://freesound.org/people/Sheyvan/sounds/369320,"[813568, 2122547]",Sheyvan,http://creativecommons.org/publicdomain/zero/1.0/
1630,10_lightning_kohchang.wav,thailand;iron;rain;tropical;lightning;roof;thunder;storm;koh-chang,https://freesound.org/people/LukeIRL/sounds/176021,,LukeIRL,http://creativecommons.org/licenses/by/3.0/
1631,Thunder Rain Cars Driving By.wav,cars;rain;drive;by;thunder,https://freesound.org/people/Gunslap101/sounds/238775,"[430080, 1565269]",Gunslap101,http://creativecommons.org/publicdomain/zero/1.0/
1632,Air condition running.wav,hum;generator;machinery;air-condition;machine,https://freesound.org/people/avakas/sounds/144116,,avakas,http://creativecommons.org/licenses/by/3.0/
1633,April dawn chorus Sydenham Hill.wav,ambient;birds;birdsong;blackbird;dawn-chorus;london;wildlife,https://freesound.org/people/deleted_user_1654820/sounds/98640/,"[4131328, 5181689]",deleted_user_1654820,http://creativecommons.org/licenses/by-nc/3.0/
1634,SnappingBamboo.wav,snap;snapping;snapping-wood;wood,https://freesound.org/people/klakmart/sounds/108274,,klakmart,http://creativecommons.org/publicdomain/zero/1.0/
1635,conversation.wav,conversation;people;hospital-hall;scientific-meeting;talking,https://freesound.org/people/wolfrfe/sounds/147514,"[512, 1155146]",wolfrfe,http://creativecommons.org/publicdomain/zero/1.0/
1636,hugeSlidingDoorSlamSM57.wav,door;field-recording;metal;open;phoenix;shut;slam;urban;warehouse,https://freesound.org/people/UATaudio/sounds/31155,"[70656, 1389316]",UATaudio,http://creativecommons.org/licenses/by/3.0/
1637,contact_floor_lamp.wav,ring;piezo;strike;contact-mic;ting;metallic;clang;metal;ping;bell;struck;ding,https://freesound.org/people/wjoojoo/sounds/273550,"[1092096, 1887439]",wjoojoo,http://creativecommons.org/licenses/by/3.0/
1638,Opening and closing DVD case.wav,DVD-case;Close;OWI;Open,https://freesound.org/people/Jandre160108/sounds/365877,,Jandre160108,http://creativecommons.org/licenses/by-nc/3.0/
1639,INT Bedroom tone 4 with bird.wav,room-tone;bird;ambience;bedroom;atmos;atmosphere,https://freesound.org/people/Adam_N/sounds/164733,"[7314432, 8226741]",Adam_N,http://creativecommons.org/publicdomain/zero/1.0/
1640,"Budolfi Cathedral, Aalborg, DK, 1900hrs.wav",budolfi-kirke;hall;traffic;cathedral;church;bell;churchbell,https://freesound.org/people/chimerical/sounds/107361/,"[2103808, 3018664]",chimerical,http://creativecommons.org/publicdomain/zero/1.0/
1641,vieux fou #1.wav,dog;madman;napoli;neighbours;old;people;screaming;street,https://freesound.org/people/arnaud coutancier/sounds/46304,"[460800, 1122635]",arnaud coutancier,http://creativecommons.org/licenses/by-nc/3.0/
1642,AMB_EXT_PARK_SUMMER_DAY_LOOP.wav,urban;day;afternoon;suburb;park;nature;cars;city;august;cricket;summer,https://freesound.org/people/Olichite/sounds/244712,,Olichite,http://creativecommons.org/publicdomain/zero/1.0/
1643,KOOKABURRA..WAV.wav,BIRDS;WILDLIFE;AUSTRALIAN,https://freesound.org/people/LITTLE MUTT/sounds/147912,,LITTLE MUTT,http://creativecommons.org/licenses/by-nc/3.0/
1644,Shipwreck underwater 01.wav,passive-sonar;shipwreck;torpedo;water,https://freesound.org/people/LG/sounds/101406,"[2208768, 3342884]",LG,http://creativecommons.org/licenses/by/3.0/
1645,Breaking Glass .wav,Shatter;Glass;Break,https://freesound.org/people/ngruber/sounds/204777,,ngruber,http://creativecommons.org/publicdomain/zero/1.0/
1646,20140210FallingIce.wav,winter;freezing-rain;cold;crashing;falling;storm;wind;weather;ice;snow;trees;nature;crashes;field-recording,https://freesound.org/people/daveincamas/sounds/218455,"[2169856, 3443832]",daveincamas,http://creativecommons.org/licenses/by-nc/3.0/
1647,Birds in Pujipor.wav,bangladesh;birds;pujipor,https://freesound.org/people/zeshoog/sounds/59870,"[752128, 1649928]",zeshoog,http://creativecommons.org/publicdomain/zero/1.0/
1648,Old Shed Keys.wav,metal;old;rattle;keys,https://freesound.org/people/LampEight/sounds/277154,,LampEight,http://creativecommons.org/publicdomain/zero/1.0/
1649,elicottero.wav,Beach;Helicopter;Ambience;Sea;Sardinia;Italy,https://freesound.org/people/sandrole/sounds/361460,"[237568, 1362036]",sandrole,http://creativecommons.org/publicdomain/zero/1.0/
1650,filling-ice-cup.wav,cup;fill;pour;glass;ice;water,https://freesound.org/people/alienistcog/sounds/124287,,alienistcog,http://creativecommons.org/publicdomain/zero/1.0/
1651,Eyelit cabinet.wav,kitchen;popping;bubbles;washing;dish;sink;water;bubbling;dishes;liquid;OWI;close-up,https://freesound.org/people/Michaelvelo/sounds/366830,,Michaelvelo,http://creativecommons.org/licenses/by-nc/3.0/
1652,Train Passby Right to Left with Horn Short 02.wav,locomotive;railway;locomotion;airhorn;passby;ride;whistle;wheels;railroad;passing;train;tracks;rumble;rail;express;railcar;transportation;engine;bells;riding;machine;diesel;cargo;speed;pass;warning;horn;whoosh;passenger;heavy,https://freesound.org/people/debsound/sounds/353665,,debsound,http://creativecommons.org/licenses/by-nc/3.0/
1653,watertab.wav,drops;field-recording;tab;water,https://freesound.org/people/linako/sounds/17476,"[1198080, 2379292]",linako,http://creativecommons.org/licenses/by-nc/3.0/
1654,Very low rumble.wav,ambient;long;low-rumble,https://freesound.org/people/Nosebleed Cinema/sounds/94146,"[2642944, 3596907]",Nosebleed Cinema,http://creativecommons.org/licenses/by/3.0/
1655,just birds.wav,ambient;nose;birds;park;city,https://freesound.org/people/Littlebrojay/sounds/195437,"[2560, 1270102]",Littlebrojay,http://creativecommons.org/publicdomain/zero/1.0/
1656,bubbles 2 tall glass.wav,bubbles;glass;water;air;bubbling;liquid;field-recording;real,https://freesound.org/people/cognito perceptu/sounds/139768,,cognito perceptu,http://creativecommons.org/publicdomain/zero/1.0/
1657,helicopter.wav,gangs;crime;criminal;city;investigation;neighborhood;helicopter,https://freesound.org/people/popcorn/sounds/20814,"[512, 884296]",popcorn,http://creativecommons.org/licenses/by/3.0/
1658,080912_00_grinder_wood.wav,grinder;wood,https://freesound.org/people/dkustic/sounds/76208,"[347136, 1106235]",dkustic,http://creativecommons.org/licenses/by/3.0/
1659,Padlock.wav,Unlocking;Ring;Turning;Squeak;Padlock;Metal-ringing;Metal;Squeaking;Locking;Lock;Rattle;High-frequency;Ringing;OWI;Foley,https://freesound.org/people/Jandre160108/sounds/365875,"[687104, 1689100]",Jandre160108,http://creativecommons.org/licenses/by-nc/3.0/
1660,FP_Drainage_System_Water_Drip.wav,drain;dripping;sewer;water,https://freesound.org/people/cmusounddesign/sounds/72028,"[7680, 717268]",cmusounddesign,http://creativecommons.org/licenses/by/3.0/
1661,3. Ambience interior car windy.wav,automobile;highway;Ambience;vehicle;interior;drive;car;driving;OWI;engine,https://freesound.org/people/btherad2000/sounds/328048,"[1086464, 2091802]",btherad2000,http://creativecommons.org/licenses/by/3.0/
1662,20081130_walking_in_snow.wav,snow;walking;field-recording,https://freesound.org/people/hoersturz/sounds/63840,"[848384, 1937790]",hoersturz,http://creativecommons.org/licenses/by-nc/3.0/
1663,Krankenwagen _ German Ambulances Passing by...wav,Ambulance;Krankenwagen;City,https://freesound.org/people/jusufa/sounds/200274,"[1511936, 2236551]",jusufa,http://creativecommons.org/publicdomain/zero/1.0/
1664,Waiting at a Montreal Subway Station.wav,buzz;noise;people;public;wind;french;hum;intercom;message;montreal;cars;subway;metro,https://freesound.org/people/micndom/sounds/27705,"[8244224, 9565502]",micndom,http://creativecommons.org/licenses/by/3.0/
1665,Vocoded death threat.wav,teleportation;teleport;de-materialization;de-materialize;materialization;materialize;noise;sci-fi;science;transform;beam;beam-up;vocoder,https://freesound.org/people/Timbre/sounds/100905,"[3017216, 3831807]",Timbre,http://creativecommons.org/licenses/by-nc/3.0/
1666,20092007.strike.wav,explosion;lightning;storm;thunder;field-recording,https://freesound.org/people/dobroide/sounds/41365,,dobroide,http://creativecommons.org/licenses/by/3.0/
1667,Serin.wav,birdsong;birds;forest;bird;nature;Deltasona,https://freesound.org/people/insdali/sounds/231933,,insdali,http://creativecommons.org/licenses/by/3.0/
1668,TOILET FLUSH AND REFILLING ECHO LOW PITCH.wav,flush;flushing;closet;toilet;water,https://freesound.org/people/mlsprovideos/sounds/135441,,mlsprovideos,http://creativecommons.org/publicdomain/zero/1.0/
1669,hereg_hungary__grain_field_3_20080712.wav,cicades;combine;crickets;hungary;night;summer;weed;wind,https://freesound.org/people/Nonoo/sounds/57188,"[3400192, 4182371]",Nonoo,http://creativecommons.org/licenses/by/3.0/
1670,drain the water.wav,bubble;bathtub;tub;water;bath;foam;drain;bathroom,https://freesound.org/people/monotraum/sounds/211818,"[760832, 1545745]",monotraum,http://creativecommons.org/publicdomain/zero/1.0/
1671,SFX- Lavadora Vieja - Hector Bakero.wav,Lavadora;Washer;Old;Vieja;machine;old;washing,https://freesound.org/people/bakero182/sounds/150085/,"[14848, 914810]",bakero182,http://creativecommons.org/publicdomain/zero/1.0/
1672,Manwe-metal_tools_on_concrete.wav,tools;tech;concrete;metal;drop;garage;stereo;impact,https://freesound.org/people/Manwe/sounds/238650,,Manwe,http://creativecommons.org/publicdomain/zero/1.0/
